QueryID   Rank    DOCID         Score    Rel/Non-Rel   Precision     Recall      System
        1      55    CACM-1544   7.831              0       0.054      0.6    Task_2_Psuedo_REL 
        1      56    CACM-2378   7.721              0       0.053      0.6    Task_2_Psuedo_REL 
        1      57    CACM-1938   7.544              0       0.052      0.6    Task_2_Psuedo_REL 
        1      58    CACM-3137   7.485              0       0.051      0.6    Task_2_Psuedo_REL 
        1      59    CACM-1534   7.361              0       0.050      0.6    Task_2_Psuedo_REL 
        1      60    CACM-1752   7.361              0        0.05      0.6    Task_2_Psuedo_REL 
        1      61    CACM-0971   7.257              0       0.049      0.6    Task_2_Psuedo_REL 
        1      62    CACM-2541   7.022              0       0.048      0.6    Task_2_Psuedo_REL 
        1      63    CACM-2080   6.774              0       0.047      0.6    Task_2_Psuedo_REL 
        1      64    CACM-2840   6.774              0       0.046      0.6    Task_2_Psuedo_REL 
        1      65    CACM-1685   6.651              0       0.046      0.6    Task_2_Psuedo_REL 
        1      66    CACM-2151   6.594              0       0.045      0.6    Task_2_Psuedo_REL 
        1      67    CACM-3112   6.478              0       0.044      0.6    Task_2_Psuedo_REL 
        1      68    CACM-2947   6.457              0       0.044      0.6    Task_2_Psuedo_REL 
        1      69    CACM-2988   6.438              0       0.043      0.6    Task_2_Psuedo_REL 
        1      70    CACM-2542   6.343              0       0.042      0.6    Task_2_Psuedo_REL 
        1      71    CACM-2188   6.307              0       0.042      0.6    Task_2_Psuedo_REL 
        1      72    CACM-2500   6.017              0       0.041      0.6    Task_2_Psuedo_REL 
        1      73    CACM-0322   5.993              0       0.041      0.6    Task_2_Psuedo_REL 
        1      74    CACM-3174   5.945              0       0.040      0.6    Task_2_Psuedo_REL 
        1      75    CACM-1472   5.820              0        0.04      0.6    Task_2_Psuedo_REL 
        1      76    CACM-2536   5.820              0       0.039      0.6    Task_2_Psuedo_REL 
        1      77    CACM-2375   5.784              0       0.038      0.6    Task_2_Psuedo_REL 
        1      78    CACM-3069   5.777              0       0.038      0.6    Task_2_Psuedo_REL 
        1      79    CACM-0637   5.762              0       0.037      0.6    Task_2_Psuedo_REL 
        1      80    CACM-2288   5.573              0       0.037      0.6    Task_2_Psuedo_REL 
        1      81    CACM-1034   5.462              0       0.037      0.6    Task_2_Psuedo_REL 
        1      82    CACM-1657   5.348              0       0.036      0.6    Task_2_Psuedo_REL 
        1      83    CACM-2681   5.348              0       0.036      0.6    Task_2_Psuedo_REL 
        1      84    CACM-2878   5.348              0       0.035      0.6    Task_2_Psuedo_REL 
        1      85    CACM-1728   5.262              0       0.035      0.6    Task_2_Psuedo_REL 
        1      86    CACM-2184   5.229              0       0.034      0.6    Task_2_Psuedo_REL 
        1      87    CACM-3002   5.204              0       0.034      0.6    Task_2_Psuedo_REL 
        1      88    CACM-1572   5.197              1       0.045      0.8    Task_2_Psuedo_REL 
        1      89    CACM-2948   5.145              0       0.044      0.8    Task_2_Psuedo_REL 
        1      90    CACM-1046   5.094              0       0.044      0.8    Task_2_Psuedo_REL 
        1      91    CACM-3153   5.049              0       0.043      0.8    Task_2_Psuedo_REL 
        1      92    CACM-2218   4.951              0       0.043      0.8    Task_2_Psuedo_REL 
        1      93    CACM-1225   4.926              0       0.043      0.8    Task_2_Psuedo_REL 
        1      94    CACM-2053   4.777              0       0.042      0.8    Task_2_Psuedo_REL 
        1      95    CACM-0698   4.774              0       0.042      0.8    Task_2_Psuedo_REL 
        1      96    CACM-2371   4.723              0       0.041      0.8    Task_2_Psuedo_REL 
        1      97    CACM-2989   4.718              0       0.041      0.8    Task_2_Psuedo_REL 
        1      98    CACM-2003   4.686              0       0.040      0.8    Task_2_Psuedo_REL 
        1      99    CACM-0696   4.686              0       0.040      0.8    Task_2_Psuedo_REL 
        1     100    CACM-1735   4.547              0        0.04      0.8    Task_2_Psuedo_REL 
        2       1    CACM-3078   10.09              1         1.0    0.333    Task_2_Psuedo_REL 
        2       2    CACM-1723   2.417              0         0.5    0.333    Task_2_Psuedo_REL 
        2       3    CACM-2434   1.917              1       0.666    0.666    Task_2_Psuedo_REL 
        2       4    CACM-2863   1.917              1        0.75      1.0    Task_2_Psuedo_REL 
        2       5    CACM-3202   1.515              0         0.6      1.0    Task_2_Psuedo_REL 
        2       6    CACM-3204   0.129              0         0.5      1.0    Task_2_Psuedo_REL 
        2       7    CACM-1591   -0.24              0       0.428      1.0    Task_2_Psuedo_REL 
        2       8    CACM-3127   -0.71              0       0.375      1.0    Task_2_Psuedo_REL 
        2       9    CACM-1315   -0.94              0       0.333      1.0    Task_2_Psuedo_REL 
        2      10    CACM-1046   -1.24              0         0.3      1.0    Task_2_Psuedo_REL 
        2      11    CACM-2002   -1.60              0       0.272      1.0    Task_2_Psuedo_REL 
        2      12    CACM-3153   -1.72              0        0.25      1.0    Task_2_Psuedo_REL 
        2      13    CACM-1890   -1.85              0       0.230      1.0    Task_2_Psuedo_REL 
        2      14    CACM-1741   -1.86              0       0.214      1.0    Task_2_Psuedo_REL 
        2      15    CACM-1680   -1.98              0         0.2      1.0    Task_2_Psuedo_REL 
        2      16    CACM-3160   -2.19              0       0.187      1.0    Task_2_Psuedo_REL 
        2      17    CACM-1844   -2.21              0       0.176      1.0    Task_2_Psuedo_REL 
        2      18    CACM-3136   -2.38              0       0.166      1.0    Task_2_Psuedo_REL 
        2      19    CACM-3077   -2.50              0       0.157      1.0    Task_2_Psuedo_REL 
        2      20    CACM-2812   -2.52              0        0.15      1.0    Task_2_Psuedo_REL 
        2      21    CACM-2645   -2.64              0       0.142      1.0    Task_2_Psuedo_REL 
        2      22    CACM-0616   -2.65              0       0.136      1.0    Task_2_Psuedo_REL 
        2      23    CACM-2233   -2.74              0       0.130      1.0    Task_2_Psuedo_REL 
        2      24    CACM-1671   -2.80              0       0.125      1.0    Task_2_Psuedo_REL 
        2      25    CACM-2317   -2.80              0        0.12      1.0    Task_2_Psuedo_REL 
        2      26    CACM-3049   -2.83              0       0.115      1.0    Task_2_Psuedo_REL 
        2      27    CACM-3072   -3.00              0       0.111      1.0    Task_2_Psuedo_REL 
        2      28    CACM-2919   -3.18              0       0.107      1.0    Task_2_Psuedo_REL 
        2      29    CACM-2951   -3.35              0       0.103      1.0    Task_2_Psuedo_REL 
        2      30    CACM-1264   -3.41              0         0.1      1.0    Task_2_Psuedo_REL 
        2      31    CACM-3080   -3.44              0       0.096      1.0    Task_2_Psuedo_REL 
        2      32    CACM-3189   -3.45              0       0.093      1.0    Task_2_Psuedo_REL 
        2      33    CACM-3201   -3.45              0       0.090      1.0    Task_2_Psuedo_REL 
        2      34    CACM-3199   -3.45              0       0.088      1.0    Task_2_Psuedo_REL 
        2      35    CACM-2937   -3.45              0       0.085      1.0    Task_2_Psuedo_REL 
        2      36    CACM-1939   -3.47              0       0.083      1.0    Task_2_Psuedo_REL 
        2      37    CACM-3174   -3.49              0       0.081      1.0    Task_2_Psuedo_REL 
        2      38    CACM-3129   -3.49              0       0.078      1.0    Task_2_Psuedo_REL 
        2      39    CACM-3112   -3.52              0       0.076      1.0    Task_2_Psuedo_REL 
        2      40    CACM-3182   -3.54              0       0.075      1.0    Task_2_Psuedo_REL 
        2      41    CACM-0531   -3.56              0       0.073      1.0    Task_2_Psuedo_REL 
        2      42    CACM-2092   -3.81              0       0.071      1.0    Task_2_Psuedo_REL 
        2      43    CACM-2947   -3.87              0       0.069      1.0    Task_2_Psuedo_REL 
        2      44    CACM-2924   -3.98              0       0.068      1.0    Task_2_Psuedo_REL 
        2      45    CACM-2483   -3.98              0       0.066      1.0    Task_2_Psuedo_REL 
        2      46    CACM-3087   -4.04              0       0.065      1.0    Task_2_Psuedo_REL 
        2      47    CACM-3150   -4.06              0       0.063      1.0    Task_2_Psuedo_REL 
        2      48    CACM-3097   -4.06              0       0.062      1.0    Task_2_Psuedo_REL 
        2      49    CACM-3076   -4.12              0       0.061      1.0    Task_2_Psuedo_REL 
        2      50    CACM-1856   -4.12              0        0.06      1.0    Task_2_Psuedo_REL 
        2      51    CACM-2519   -4.16              0       0.058      1.0    Task_2_Psuedo_REL 
        2      52    CACM-2535   -4.20              0       0.057      1.0    Task_2_Psuedo_REL 
        2      53    CACM-1665   -4.21              0       0.056      1.0    Task_2_Psuedo_REL 
        2      54    CACM-2423   -4.22              0       0.055      1.0    Task_2_Psuedo_REL 
        2      55    CACM-2622   -4.29              0       0.054      1.0    Task_2_Psuedo_REL 
        2      56    CACM-2967   -4.29              0       0.053      1.0    Task_2_Psuedo_REL 
        2      57    CACM-3130   -4.34              0       0.052      1.0    Task_2_Psuedo_REL 
        2      58    CACM-2939   -4.36              0       0.051      1.0    Task_2_Psuedo_REL 
        2      59    CACM-2390   -4.38              0       0.050      1.0    Task_2_Psuedo_REL 
        2      60    CACM-3137   -4.41              0        0.05      1.0    Task_2_Psuedo_REL 
        2      61    CACM-2931   -4.41              0       0.049      1.0    Task_2_Psuedo_REL 
        2      62    CACM-2319   -4.42              0       0.048      1.0    Task_2_Psuedo_REL 
        2      63    CACM-2188   -4.42              0       0.047      1.0    Task_2_Psuedo_REL 
        2      64    CACM-1747   -4.46              0       0.046      1.0    Task_2_Psuedo_REL 
        2      65    CACM-1014   -4.48              0       0.046      1.0    Task_2_Psuedo_REL 
        2      66    CACM-0728   -4.48              0       0.045      1.0    Task_2_Psuedo_REL 
        2      67    CACM-1427   -4.48              0       0.044      1.0    Task_2_Psuedo_REL 
        2      68    CACM-1885   -4.50              0       0.044      1.0    Task_2_Psuedo_REL 
        2      69    CACM-2943   -4.52              0       0.043      1.0    Task_2_Psuedo_REL 
        2      70    CACM-3117   -4.53              0       0.042      1.0    Task_2_Psuedo_REL 
        2      71    CACM-1108   -4.60              0       0.042      1.0    Task_2_Psuedo_REL 
        2      72    CACM-3131   -4.60              0       0.041      1.0    Task_2_Psuedo_REL 
        2      73    CACM-3147   -4.60              0       0.041      1.0    Task_2_Psuedo_REL 
        2      74    CACM-3180   -4.60              0       0.040      1.0    Task_2_Psuedo_REL 
        2      75    CACM-3181   -4.60              0        0.04      1.0    Task_2_Psuedo_REL 
        2      76    CACM-2054   -4.62              0       0.039      1.0    Task_2_Psuedo_REL 
        2      77    CACM-2201   -4.62              0       0.038      1.0    Task_2_Psuedo_REL 
        2      78    CACM-1854   -4.62              0       0.038      1.0    Task_2_Psuedo_REL 
        2      79    CACM-2096   -4.62              0       0.037      1.0    Task_2_Psuedo_REL 
        2      80    CACM-2894   -4.67              0       0.037      1.0    Task_2_Psuedo_REL 
        2      81    CACM-1542   -4.70              0       0.037      1.0    Task_2_Psuedo_REL 
        2      82    CACM-1543   -4.71              0       0.036      1.0    Task_2_Psuedo_REL 
        2      83    CACM-3050   -4.72              0       0.036      1.0    Task_2_Psuedo_REL 
        2      84    CACM-1829   -4.73              0       0.035      1.0    Task_2_Psuedo_REL 
        2      85    CACM-0972   -4.73              0       0.035      1.0    Task_2_Psuedo_REL 
        2      86    CACM-2893   -4.77              0       0.034      1.0    Task_2_Psuedo_REL 
        2      87    CACM-1705   -4.81              0       0.034      1.0    Task_2_Psuedo_REL 
        2      88    CACM-2971   -4.81              0       0.034      1.0    Task_2_Psuedo_REL 
        2      89    CACM-2989   -4.81              0       0.033      1.0    Task_2_Psuedo_REL 
        2      90    CACM-1623   -4.82              0       0.033      1.0    Task_2_Psuedo_REL 
        2      91    CACM-1066   -4.82              0       0.032      1.0    Task_2_Psuedo_REL 
        2      92    CACM-2948   -4.83              0       0.032      1.0    Task_2_Psuedo_REL 
        2      93    CACM-2378   -4.83              0       0.032      1.0    Task_2_Psuedo_REL 
        2      94    CACM-2878   -4.84              0       0.031      1.0    Task_2_Psuedo_REL 
        2      95    CACM-2003   -4.90              0       0.031      1.0    Task_2_Psuedo_REL 
        2      96    CACM-3134   -4.92              0       0.031      1.0    Task_2_Psuedo_REL 
        2      97    CACM-3128   -4.92              0       0.030      1.0    Task_2_Psuedo_REL 
        2      98    CACM-3144   -4.92              0       0.030      1.0    Task_2_Psuedo_REL 
        2      99    CACM-2820   -4.98              0       0.030      1.0    Task_2_Psuedo_REL 
        2     100    CACM-1469   -5.00              0        0.03      1.0    Task_2_Psuedo_REL 
        3       1    CACM-1723   9.103              0         0.0      0.0    Task_2_Psuedo_REL 
        3       2    CACM-2921   3.707              0         0.0      0.0    Task_2_Psuedo_REL 
        3       3    CACM-2939   3.398              0         0.0      0.0    Task_2_Psuedo_REL 
        3       4    CACM-3150   3.341              0         0.0      0.0    Task_2_Psuedo_REL 
        3       5    CACM-3077   2.643              0         0.0      0.0    Task_2_Psuedo_REL 
        3       6    CACM-2061   1.146              0         0.0      0.0    Task_2_Psuedo_REL 
        3       7    CACM-2886   0.961              0         0.0      0.0    Task_2_Psuedo_REL 
        3       8    CACM-3130   0.915              0         0.0      0.0    Task_2_Psuedo_REL 
        3       9    CACM-3148   0.675              0         0.0      0.0    Task_2_Psuedo_REL 
        3      10    CACM-1788   0.568              0         0.0      0.0    Task_2_Psuedo_REL 
        3      11    CACM-2931   0.113              0         0.0      0.0    Task_2_Psuedo_REL 
        3      12    CACM-2929   -0.06              0         0.0      0.0    Task_2_Psuedo_REL 
        3      13    CACM-1098   -0.26              0         0.0      0.0    Task_2_Psuedo_REL 
        3      14    CACM-3102   -0.28              0         0.0      0.0    Task_2_Psuedo_REL 
        3      15    CACM-3030   -0.28              0         0.0      0.0    Task_2_Psuedo_REL 
        3      16    CACM-1135   -0.46              0         0.0      0.0    Task_2_Psuedo_REL 
        3      17    CACM-3099   -0.77              0         0.0      0.0    Task_2_Psuedo_REL 
        3      18    CACM-2317   -0.91              0         0.0      0.0    Task_2_Psuedo_REL 
        3      19    CACM-3093   -1.00              0         0.0      0.0    Task_2_Psuedo_REL 
        3      20    CACM-2534   -1.18              0         0.0      0.0    Task_2_Psuedo_REL 
        3      21    CACM-2314   -1.26              0         0.0      0.0    Task_2_Psuedo_REL 
        3      22    CACM-1470   -1.29              0         0.0      0.0    Task_2_Psuedo_REL 
        3      23    CACM-2645   -1.33              0         0.0      0.0    Task_2_Psuedo_REL 
        3      24    CACM-1366   -1.39              0         0.0      0.0    Task_2_Psuedo_REL 
        3      25    CACM-2684   -1.58              0         0.0      0.0    Task_2_Psuedo_REL 
        3      26    CACM-1747   -1.61              0         0.0      0.0    Task_2_Psuedo_REL 
        3      27    CACM-0071   -1.66              0         0.0      0.0    Task_2_Psuedo_REL 
        3      28    CACM-2423   -1.73              0         0.0      0.0    Task_2_Psuedo_REL 
        3      29    CACM-1890   -1.85              0         0.0      0.0    Task_2_Psuedo_REL 
        3      30    CACM-2820   -1.87              0         0.0      0.0    Task_2_Psuedo_REL 
        3      31    CACM-2940   -1.89              0         0.0      0.0    Task_2_Psuedo_REL 
        3      32    CACM-2785   -1.90              0         0.0      0.0    Task_2_Psuedo_REL 
        3      33    CACM-1680   -1.98              0         0.0      0.0    Task_2_Psuedo_REL 
        3      34    CACM-1350   -2.00              0         0.0      0.0    Task_2_Psuedo_REL 
        3      35    CACM-3091   -2.24              0         0.0      0.0    Task_2_Psuedo_REL 
        3      36    CACM-3120   -2.27              0         0.0      0.0    Task_2_Psuedo_REL 
        3      37    CACM-1703   -2.37              0         0.0      0.0    Task_2_Psuedo_REL 
        3      38    CACM-1591   -2.40              0         0.0      0.0    Task_2_Psuedo_REL 
        3      39    CACM-1854   -2.40              0         0.0      0.0    Task_2_Psuedo_REL 
        3      40    CACM-3198   -2.41              0         0.0      0.0    Task_2_Psuedo_REL 
        3      41    CACM-3188   -2.41              0         0.0      0.0    Task_2_Psuedo_REL 
        3      42    CACM-3115   -2.45              0         0.0      0.0    Task_2_Psuedo_REL 
        3      43    CACM-0637   -2.50              0         0.0      0.0    Task_2_Psuedo_REL 
        3      44    CACM-1769   -2.54              0         0.0      0.0    Task_2_Psuedo_REL 
        3      45    CACM-1496   -2.56              0         0.0      0.0    Task_2_Psuedo_REL 
        3      46    CACM-2138   -2.60              0         0.0      0.0    Task_2_Psuedo_REL 
        3      47    CACM-3138   -2.61              0         0.0      0.0    Task_2_Psuedo_REL 
        3      48    CACM-3105   -2.61              0         0.0      0.0    Task_2_Psuedo_REL 
        3      49    CACM-2233   -2.65              0         0.0      0.0    Task_2_Psuedo_REL 
        3      50    CACM-2053   -2.68              0         0.0      0.0    Task_2_Psuedo_REL 
        3      51    CACM-1658   -2.69              0         0.0      0.0    Task_2_Psuedo_REL 
        3      52    CACM-2897   -2.74              0         0.0      0.0    Task_2_Psuedo_REL 
        3      53    CACM-2971   -2.87              0         0.0      0.0    Task_2_Psuedo_REL 
        3      54    CACM-2941   -2.95              0         0.0      0.0    Task_2_Psuedo_REL 
        3      55    CACM-2887   -3.03              0         0.0      0.0    Task_2_Psuedo_REL 
        3      56    CACM-1223   -3.03              0         0.0      0.0    Task_2_Psuedo_REL 
        3      57    CACM-0799   -3.04              0         0.0      0.0    Task_2_Psuedo_REL 
        3      58    CACM-0252   -3.06              0         0.0      0.0    Task_2_Psuedo_REL 
        3      59    CACM-2580   -3.09              0         0.0      0.0    Task_2_Psuedo_REL 
        3      60    CACM-0695   -3.09              0         0.0      0.0    Task_2_Psuedo_REL 
        3      61    CACM-3154   -3.11              0         0.0      0.0    Task_2_Psuedo_REL 
        3      62    CACM-3103   -3.12              0         0.0      0.0    Task_2_Psuedo_REL 
        3      63    CACM-2925   -3.16              0         0.0      0.0    Task_2_Psuedo_REL 
        3      64    CACM-2739   -3.19              0         0.0      0.0    Task_2_Psuedo_REL 
        3      65    CACM-3124   -3.20              0         0.0      0.0    Task_2_Psuedo_REL 
        3      66    CACM-3177   -3.20              0         0.0      0.0    Task_2_Psuedo_REL 
        3      67    CACM-3151   -3.20              0         0.0      0.0    Task_2_Psuedo_REL 
        3      68    CACM-3204   -3.28              0         0.0      0.0    Task_2_Psuedo_REL 
        3      69    CACM-2316   -3.31              0         0.0      0.0    Task_2_Psuedo_REL 
        3      70    CACM-3073   -3.36              0         0.0      0.0    Task_2_Psuedo_REL 
        3      71    CACM-2060   -3.51              0         0.0      0.0    Task_2_Psuedo_REL 
        3      72    CACM-3182   -3.54              0         0.0      0.0    Task_2_Psuedo_REL 
        3      73    CACM-2919   -3.57              0         0.0      0.0    Task_2_Psuedo_REL 
        3      74    CACM-2541   -3.61              0         0.0      0.0    Task_2_Psuedo_REL 
        3      75    CACM-2957   -3.62              0         0.0      0.0    Task_2_Psuedo_REL 
        3      76    CACM-3145   -3.66              0         0.0      0.0    Task_2_Psuedo_REL 
        3      77    CACM-3185   -3.67              0         0.0      0.0    Task_2_Psuedo_REL 
        3      78    CACM-2579   -3.68              0         0.0      0.0    Task_2_Psuedo_REL 
        3      79    CACM-2265   -3.69              0         0.0      0.0    Task_2_Psuedo_REL 
        3      80    CACM-2252   -3.69              0         0.0      0.0    Task_2_Psuedo_REL 
        3      81    CACM-2198   -3.69              0         0.0      0.0    Task_2_Psuedo_REL 
        3      82    CACM-1134   -3.70              1       0.012    0.166    Task_2_Psuedo_REL 
        3      83    CACM-1003   -3.76              0       0.012    0.166    Task_2_Psuedo_REL 
        3      84    CACM-2480   -3.82              0       0.011    0.166    Task_2_Psuedo_REL 
        3      85    CACM-3173   -3.82              0       0.011    0.166    Task_2_Psuedo_REL 
        3      86    CACM-3192   -3.82              0       0.011    0.166    Task_2_Psuedo_REL 
        3      87    CACM-1066   -3.82              0       0.011    0.166    Task_2_Psuedo_REL 
        3      88    CACM-1740   -3.84              0       0.011    0.166    Task_2_Psuedo_REL 
        3      89    CACM-3043   -3.86              0       0.011    0.166    Task_2_Psuedo_REL 
        3      90    CACM-2197   -3.91              0       0.011    0.166    Task_2_Psuedo_REL 
        3      91    CACM-2787   -3.93              0       0.010    0.166    Task_2_Psuedo_REL 
        3      92    CACM-2947   -3.95              0       0.010    0.166    Task_2_Psuedo_REL 
        3      93    CACM-2705   -3.95              0       0.010    0.166    Task_2_Psuedo_REL 
        3      94    CACM-2906   -4.01              0       0.010    0.166    Task_2_Psuedo_REL 
        3      95    CACM-2915   -4.01              0       0.010    0.166    Task_2_Psuedo_REL 
        3      96    CACM-2922   -4.03              0       0.010    0.166    Task_2_Psuedo_REL 
        3      97    CACM-2956   -4.03              0       0.010    0.166    Task_2_Psuedo_REL 
        3      98    CACM-3153   -4.06              0       0.010    0.166    Task_2_Psuedo_REL 
        3      99    CACM-3097   -4.06              0       0.010    0.166    Task_2_Psuedo_REL 
        3     100    CACM-2937   -4.16              0        0.01    0.166    Task_2_Psuedo_REL 
        4       1    CACM-3128   33.35              1         1.0    0.083    Task_2_Psuedo_REL 
        4       2    CACM-3043   29.41              1         1.0    0.166    Task_2_Psuedo_REL 
        4       3    CACM-2939   26.94              0       0.666    0.166    Task_2_Psuedo_REL 
        4       4    CACM-2342   23.37              0         0.5    0.166    Task_2_Psuedo_REL 
        4       5    CACM-1135   21.57              0         0.4    0.166    Task_2_Psuedo_REL 
        4       6    CACM-3105   19.40              0       0.333    0.166    Task_2_Psuedo_REL 
        4       7    CACM-2377   19.01              0       0.285    0.166    Task_2_Psuedo_REL 
        4       8    CACM-2851   17.87              0        0.25    0.166    Task_2_Psuedo_REL 
        4       9    CACM-2060   16.78              0       0.222    0.166    Task_2_Psuedo_REL 
        4      10    CACM-3073   16.03              1         0.3     0.25    Task_2_Psuedo_REL 
        4      11    CACM-3103   15.05              0       0.272     0.25    Task_2_Psuedo_REL 
        4      12    CACM-3049   14.63              0        0.25     0.25    Task_2_Psuedo_REL 
        4      13    CACM-2314   14.49              0       0.230     0.25    Task_2_Psuedo_REL 
        4      14    CACM-2931   13.93              0       0.214     0.25    Task_2_Psuedo_REL 
        4      15    CACM-2376   12.74              0         0.2     0.25    Task_2_Psuedo_REL 
        4      16    CACM-2958   12.13              0       0.187     0.25    Task_2_Psuedo_REL 
        4      17    CACM-2519   12.09              0       0.176     0.25    Task_2_Psuedo_REL 
        4      18    CACM-2320   11.82              0       0.166     0.25    Task_2_Psuedo_REL 
        4      19    CACM-1485   11.36              0       0.157     0.25    Task_2_Psuedo_REL 
        4      20    CACM-2626   11.23              0        0.15     0.25    Task_2_Psuedo_REL 
        4      21    CACM-1747   11.03              0       0.142     0.25    Task_2_Psuedo_REL 
        4      22    CACM-2922   10.84              0       0.136     0.25    Task_2_Psuedo_REL 
        4      23    CACM-1534   10.26              0       0.130     0.25    Task_2_Psuedo_REL 
        4      24    CACM-3120   10.15              0       0.125     0.25    Task_2_Psuedo_REL 
        4      25    CACM-1677   10.04              0        0.12     0.25    Task_2_Psuedo_REL 
        4      26    CACM-2940   9.959              0       0.115     0.25    Task_2_Psuedo_REL 
        4      27    CACM-2080   9.751              0       0.111     0.25    Task_2_Psuedo_REL 
        4      28    CACM-0409   9.742              0       0.107     0.25    Task_2_Psuedo_REL 
        4      29    CACM-2912   9.682              1       0.137    0.333    Task_2_Psuedo_REL 
        4      30    CACM-2895   9.600              0       0.133    0.333    Task_2_Psuedo_REL 
        4      31    CACM-2742   9.540              0       0.129    0.333    Task_2_Psuedo_REL 
        4      32    CACM-2877   9.420              0       0.125    0.333    Task_2_Psuedo_REL 
        4      33    CACM-3141   9.078              0       0.121    0.333    Task_2_Psuedo_REL 
        4      34    CACM-2870   9.026              0       0.117    0.333    Task_2_Psuedo_REL 
        4      35    CACM-1458   8.890              0       0.114    0.333    Task_2_Psuedo_REL 
